2022-06-30,0,94,POSADAS
2022-06-30,1,95,POSADAS
2022-06-30,2,95,POSADAS
2022-06-30,3,92,POSADAS
2022-06-30,4,95,POSADAS
2022-06-30,5,95,POSADAS
2022-06-30,6,94,POSADAS
2022-06-30,7,94,POSADAS
2022-06-30,8,95,POSADAS
2022-06-30,9,99,POSADAS
2022-06-30,10,94,POSADAS
2022-06-30,11,73,POSADAS
2022-06-30,12,66,POSADAS
2022-06-30,13,59,POSADAS
2022-06-30,14,54,POSADAS
2022-06-30,15,57,POSADAS
2022-06-30,16,55,POSADAS
2022-06-30,17,57,POSADAS
2022-06-30,19,66,POSADAS
2022-06-30,20,73,POSADAS
2022-06-30,21,76,POSADAS
2022-06-30,22,76,POSADAS
2022-06-30,23,76,POSADAS
2022-07-01,0,77,POSADAS
2022-07-01,1,91,POSADAS
2022-07-01,2,91,POSADAS
2022-07-01,3,91,POSADAS
2022-07-01,4,91,POSADAS
2022-07-01,5,91,POSADAS
2022-07-01,6,92,POSADAS
2022-07-01,7,91,POSADAS
2022-07-01,8,93,POSADAS
2022-07-01,9,84,POSADAS
2022-07-01,10,78,POSADAS
2022-07-01,11,72,POSADAS
2022-07-01,12,66,POSADAS
2022-07-01,13,59,POSADAS
2022-07-01,14,56,POSADAS
2022-07-01,15,55,POSADAS
2022-07-01,16,52,POSADAS
2022-07-01,17,55,POSADAS
2022-07-01,18,63,POSADAS
2022-07-01,19,69,POSADAS
2022-07-01,20,71,POSADAS
2022-07-01,21,75,POSADAS
2022-07-01,22,73,POSADAS
2022-07-01,23,71,POSADAS
2022-07-02,0,73,POSADAS
2022-07-02,1,69,POSADAS
2022-07-02,2,68,POSADAS
2022-07-02,4,75,POSADAS
2022-07-02,5,76,POSADAS
2022-07-02,6,77,POSADAS
2022-07-02,7,83,POSADAS
2022-07-02,8,74,POSADAS
2022-07-02,9,69,POSADAS
2022-07-02,10,66,POSADAS
2022-07-02,11,55,POSADAS
2022-07-02,12,54,POSADAS
2022-07-02,13,54,POSADAS
2022-07-02,14,53,POSADAS
2022-07-02,15,53,POSADAS
2022-07-02,16,59,POSADAS
2022-07-02,17,64,POSADAS
2022-07-02,18,69,POSADAS
2022-07-02,19,72,POSADAS
2022-07-02,20,72,POSADAS
2022-07-02,21,72,POSADAS
2022-07-02,22,78,POSADAS
2022-07-02,23,82,POSADAS
2022-07-03,0,82,POSADAS
2022-07-03,1,82,POSADAS
2022-07-03,2,85,POSADAS
2022-07-03,3,88,POSADAS
2022-07-03,4,90,POSADAS
2022-07-03,5,90,POSADAS
2022-07-03,6,91,POSADAS
2022-07-03,7,91,POSADAS
2022-07-03,8,93,POSADAS
2022-07-03,9,89,POSADAS
2022-07-03,10,85,POSADAS
2022-07-03,11,80,POSADAS
2022-07-03,12,69,POSADAS
2022-07-03,13,68,POSADAS
2022-07-03,14,62,POSADAS
2022-07-03,15,62,POSADAS
2022-07-03,16,62,POSADAS
2022-07-03,17,64,POSADAS
2022-07-03,18,71,POSADAS
2022-07-03,19,80,POSADAS
2022-07-03,20,78,POSADAS
2022-07-03,21,76,POSADAS
2022-07-03,22,88,POSADAS
2022-07-03,23,87,POSADAS
2022-07-04,0,88,POSADAS
2022-07-04,1,89,POSADAS
2022-07-04,2,91,POSADAS
2022-07-04,3,90,POSADAS
2022-07-04,4,89,POSADAS
2022-07-04,5,88,POSADAS
2022-07-04,6,89,POSADAS
2022-07-04,7,90,POSADAS
2022-07-04,8,77,POSADAS
2022-07-04,9,73,POSADAS
2022-07-04,10,67,POSADAS
2022-07-04,11,64,POSADAS
2022-07-04,12,48,POSADAS
2022-07-04,13,47,POSADAS
2022-07-04,14,40,POSADAS
2022-07-04,15,38,POSADAS
2022-07-04,16,39,POSADAS
2022-07-04,17,47,POSADAS
2022-07-04,18,55,POSADAS
2022-07-04,19,61,POSADAS
2022-07-04,20,60,POSADAS
2022-07-04,21,63,POSADAS
2022-07-04,22,65,POSADAS
2022-07-04,23,68,POSADAS
2022-07-05,0,68,POSADAS
2022-07-05,1,66,POSADAS
2022-07-05,2,72,POSADAS
2022-07-05,3,73,POSADAS
2022-07-05,4,72,POSADAS
2022-07-05,5,76,POSADAS
2022-07-05,6,76,POSADAS
2022-07-05,7,75,POSADAS
2022-07-05,8,75,POSADAS
2022-07-05,9,75,POSADAS
2022-07-05,10,72,POSADAS
2022-07-05,11,61,POSADAS
2022-07-05,12,56,POSADAS
2022-07-05,13,54,POSADAS
2022-07-05,14,52,POSADAS
2022-07-05,15,51,POSADAS
2022-07-05,16,54,POSADAS
2022-07-05,17,61,POSADAS
2022-07-05,18,69,POSADAS
2022-07-05,19,73,POSADAS
2022-07-05,20,75,POSADAS
2022-07-05,21,75,POSADAS
2022-07-05,22,76,POSADAS
2022-07-05,23,78,POSADAS
2022-07-06,0,79,POSADAS
2022-07-06,1,81,POSADAS
2022-07-06,2,81,POSADAS
2022-07-06,3,80,POSADAS
2022-07-06,4,78,POSADAS
2022-07-06,5,78,POSADAS
2022-07-06,6,78,POSADAS
2022-07-06,7,78,POSADAS
2022-07-06,8,70,POSADAS
2022-07-06,9,63,POSADAS
2022-07-06,10,58,POSADAS
2022-07-06,11,56,POSADAS
2022-07-06,12,55,POSADAS
2022-07-06,13,51,POSADAS
2022-07-06,14,47,POSADAS
2022-07-06,15,45,POSADAS
2022-07-06,16,49,POSADAS
2022-07-06,17,56,POSADAS
2022-07-06,18,55,POSADAS
2022-07-06,19,60,POSADAS
2022-07-06,20,63,POSADAS
2022-07-06,21,61,POSADAS
2022-07-06,22,61,POSADAS
2022-07-06,23,61,POSADAS
2022-07-07,0,64,POSADAS
2022-07-07,1,66,POSADAS
2022-07-07,2,64,POSADAS
2022-07-07,3,63,POSADAS
2022-07-07,4,59,POSADAS
2022-07-07,5,60,POSADAS
2022-07-07,6,60,POSADAS
2022-07-07,7,60,POSADAS
2022-07-07,8,71,POSADAS
2022-07-07,9,66,POSADAS
2022-07-07,10,60,POSADAS
2022-07-07,11,57,POSADAS
2022-07-07,12,53,POSADAS
2022-07-07,13,57,POSADAS
2022-07-07,14,57,POSADAS
2022-07-07,15,55,POSADAS
2022-07-07,16,61,POSADAS
2022-07-07,17,61,POSADAS
2022-07-07,18,67,POSADAS
2022-07-07,19,66,POSADAS
2022-07-07,20,68,POSADAS
2022-07-07,21,71,POSADAS
2022-07-07,22,77,POSADAS
2022-07-07,23,78,POSADAS
2022-07-08,0,81,POSADAS
2022-07-08,1,81,POSADAS
2022-07-08,2,79,POSADAS
2022-07-08,3,79,POSADAS
2022-07-08,4,79,POSADAS
2022-07-08,5,79,POSADAS
2022-07-08,6,79,POSADAS
2022-07-08,7,79,POSADAS
2022-07-08,8,82,POSADAS
2022-07-08,9,80,POSADAS
2022-07-08,10,74,POSADAS
2022-07-08,11,62,POSADAS
2022-07-08,12,56,POSADAS
2022-07-08,13,57,POSADAS
2022-07-08,14,54,POSADAS
2022-07-08,15,54,POSADAS
2022-07-08,16,55,POSADAS
2022-07-08,17,59,POSADAS
2022-07-08,18,61,POSADAS
2022-07-08,19,63,POSADAS
2022-07-08,20,63,POSADAS
2022-07-08,21,64,POSADAS
2022-07-08,22,60,POSADAS
2022-07-08,23,67,POSADAS
2022-07-09,0,70,POSADAS
2022-07-09,1,67,POSADAS
2022-07-09,2,67,POSADAS
2022-07-09,3,66,POSADAS
2022-07-09,4,66,POSADAS
2022-07-09,5,70,POSADAS
2022-07-09,6,66,POSADAS
2022-07-09,7,64,POSADAS
2022-07-09,8,64,POSADAS
2022-07-09,9,62,POSADAS
2022-07-09,10,57,POSADAS
2022-07-09,11,51,POSADAS
2022-07-09,12,41,POSADAS
2022-07-09,13,38,POSADAS
2022-07-09,14,36,POSADAS
2022-07-09,15,41,POSADAS
2022-07-09,16,42,POSADAS
2022-07-09,17,45,POSADAS
2022-07-09,18,48,POSADAS
2022-07-09,19,57,POSADAS
2022-07-09,20,54,POSADAS
2022-07-09,21,54,POSADAS
2022-07-09,22,57,POSADAS
2022-07-09,23,52,POSADAS
2022-07-10,0,60,POSADAS
2022-07-10,1,64,POSADAS
2022-07-10,2,65,POSADAS
2022-07-10,3,66,POSADAS
2022-07-10,4,67,POSADAS
2022-07-10,5,64,POSADAS
2022-07-10,6,65,POSADAS
2022-07-10,7,62,POSADAS
2022-07-10,8,60,POSADAS
2022-07-10,9,60,POSADAS
2022-07-10,10,62,POSADAS
2022-07-10,11,61,POSADAS
2022-07-10,12,55,POSADAS
2022-07-10,13,47,POSADAS
2022-07-10,14,48,POSADAS
2022-07-10,15,49,POSADAS
2022-07-10,16,51,POSADAS
2022-07-10,17,52,POSADAS
