2022-06-30,80.0
2022-07-01,75.0
2022-07-02,68.0
2022-07-03,80.0
2022-07-04,68.0
2022-07-05,68.0
2022-07-06,64.0
2022-07-07,63.0
2022-07-08,69.0
2022-07-09,56.0
2022-07-10,58.0
2022-07-11,70.0
2022-07-12,77.0
2022-07-13,77.0
2022-07-14,83.0
2022-07-15,70.0
2022-07-16,93.0
2022-07-17,79.0
2022-07-18,82.0
2022-07-19,83.0
2022-07-20,81.0
2022-07-21,71.0
2022-07-22,68.0
2022-07-23,70.0
2022-07-24,63.0
2022-07-25,66.0
2022-07-26,66.0
2022-07-27,73.0
2022-07-28,82.0
2022-07-29,70.0
2022-07-30,72.0
2022-07-31,65.0
2022-08-01,68.0
2022-08-02,68.0
2022-08-03,69.0
2022-08-04,86.0
2022-08-05,75.0
2022-08-06,92.0
2022-08-07,86.0
2022-08-08,84.0
2022-08-09,88.0
2022-08-10,78.0
2022-08-11,74.0
2022-08-12,73.0
2022-08-13,69.0
2022-08-14,73.0
2022-08-15,63.0
2022-08-16,79.0
2022-08-17,91.0
2022-08-18,57.0
2022-08-19,56.0
2022-08-20,56.0
2022-08-21,62.0
2022-08-22,66.0
2022-08-23,71.0
2022-08-24,75.0
2022-08-25,65.0
2022-08-26,63.0
2022-08-27,59.0
2022-08-28,73.0
2022-08-29,62.0
2022-08-30,62.0
2022-08-31,63.0
2022-09-01,62.0
2022-09-02,91.0
2022-09-03,60.0
2022-09-04,50.0
2022-09-05,67.0
2022-09-06,74.0
2022-09-07,80.0
2022-09-08,68.0
2022-09-09,77.0
2022-09-10,55.0
2022-09-11,56.0
2022-09-12,63.0
2022-09-13,62.0
2022-09-14,66.0
2022-09-15,66.0
2022-09-16,66.0
2022-09-17,56.0
2022-09-18,51.0
2022-09-19,88.0
2022-09-20,84.0
2022-09-21,76.0
2022-09-22,69.0
2022-09-23,63.0
2022-09-24,56.0
2022-09-25,69.0
2022-09-26,70.0
2022-09-27,66.0
2022-09-28,57.0
2022-09-29,84.0
2022-09-30,92.0
2022-10-01,77.0
2022-10-02,63.0
2022-10-03,55.0
2022-10-04,53.0
2022-10-05,72.0
2022-10-06,89.0
2022-10-07,73.0
2022-10-08,61.0
2022-10-09,56.0
2022-10-10,82.0
2022-10-11,90.0
2022-10-12,73.0
2022-10-13,74.0
2022-10-14,67.0
2022-10-15,72.0
2022-10-16,76.0
2022-10-17,59.0
2022-10-18,64.0
2022-10-19,78.0
2022-10-20,95.0
2022-10-21,86.0
2022-10-22,77.0
2022-10-23,67.0
2022-10-24,48.0
2022-10-25,49.0
2022-10-26,68.0
2022-10-27,65.0
2022-10-28,55.0
2022-10-29,79.0
2022-10-30,79.0
2022-10-31,79.0
2022-11-01,58.0
2022-11-02,50.0
2022-11-03,46.0
2022-11-04,41.0
2022-11-05,50.0
2022-11-06,50.0
2022-11-07,45.0
2022-11-08,52.0
2022-11-09,48.0
2022-11-10,60.0
2022-11-11,66.0
2022-11-12,81.0
2022-11-13,91.0
2022-11-14,66.0
2022-11-15,53.0
2022-11-16,53.0
2022-11-17,47.0
2022-11-18,45.0
2022-11-19,50.0
2022-11-20,58.0
2022-11-21,93.0
2022-11-22,81.0
2022-11-23,59.0
2022-11-24,52.0
2022-11-25,41.0
2022-11-26,50.0
2022-11-27,57.0
2022-11-28,61.0
2022-11-29,56.0
2022-11-30,58.0
2022-12-01,68.0
2022-12-02,75.0
2022-12-03,76.0
2022-12-04,67.0
2022-12-05,63.0
2022-12-06,60.0
2022-12-07,55.0
2022-12-08,63.0
2022-12-09,66.0
2022-12-10,71.0
2022-12-11,71.0
2022-12-12,86.0
2022-12-13,55.0
2022-12-14,46.0
2022-12-15,56.0
2022-12-16,47.0
2022-12-17,48.0
2022-12-18,50.0
2022-12-19,64.0
2022-12-20,59.0
2022-12-21,51.0
2022-12-22,54.0
2022-12-23,57.0
2022-12-24,51.0
2022-12-25,65.0
2022-12-26,65.0
2022-12-27,82.0
2022-12-28,65.0
2022-12-29,47.0
2022-12-30,45.0
2022-12-31,49.0
